Source.Name,kind,commentId,channelId,videoId,authorId,textOriginal,parentCommentId,likeCount,publishedAt,updatedAt
comments1.csv,youtube#comment,2797490,4776,57274,590651,Plz upload a vedio about your teeth transition,,0,7/2/2025 11:57,7/2/2025 11:57
comments1.csv,youtube#comment,3439642,42058,80982,3499981,Why don’t you use wigs? Or is it just better to use ur natural hair?,,0,25/1/2025 2:31,25/1/2025 2:31
comments1.csv,youtube#comment,1055950,41246,55292,785546,Love,,1,8/5/2022 15:01,8/5/2022 15:01
comments1.csv,youtube#comment,2230760,11003,28238,593180,What hair oil did u use because the front of my hair a really short like yours was and I’m trying to grow it out but no hair oils are working so do u know which one u used it’s ok if don’t.,,0,8/8/2024 9:47,8/8/2024 9:47
comments1.csv,youtube#comment,211328,17781,87279,2454363,"Oh, I'm so glad that you found this channel then!  Thanks so much for letting me know that the video was helpful.  ❤",3686870,1,9/5/2023 12:40,9/5/2023 12:40
comments1.csv,youtube#comment,4185450,10928,48281,1352230,Wavy plus straight,,0,30/5/2025 3:04,30/5/2025 3:04
comments1.csv,youtube#comment,4465668,8177,43915,1050741,U r looking gorgeous awesome I'm 😳 really falling for u🙂 u really look stunning in Indian look 🫡,,0,1/5/2024 22:47,1/5/2024 22:47
comments1.csv,youtube#comment,1193248,32163,52194,570629,"Mai khud bhi nhi bna pati Aisa kuch to... 
U think?????",,0,7/10/2024 15:34,7/10/2024 15:34
comments1.csv,youtube#comment,3114706,10049,75992,2502640,RadheKrishna🙏🙏🌸🌸❤❤😍😍🧿🧿🥰🥰,,1,8/8/2023 0:20,8/8/2023 0:20
comments1.csv,youtube#comment,1064454,28204,73534,2394454,Like my brother.,,0,18/12/2023 9:25,18/12/2023 9:25
comments1.csv,youtube#comment,1840148,6982,71539,1490520,India is the best always,,0,21/9/2021 19:49,21/9/2021 19:49
comments1.csv,youtube#comment,4688254,6926,32656,2134228,1999 is my favorite,,0,25/6/2023 20:42,25/6/2023 20:42
comments1.csv,youtube#comment,1596643,40105,75208,3610950,💞💞💞💞💞💞💞💞💞🙏🙏🙏🙏🙏🙏🙏🙏👍👍👍👍👍,,0,29/6/2025 19:37,29/6/2025 19:37
comments1.csv,youtube#comment,782502,20597,5863,1468549,Beautiful ❤❤❤,,0,21/9/2023 22:57,21/9/2023 22:57
comments1.csv,youtube#comment,2040079,29048,14019,1718104,"""The trust the process video""",,1,8/1/2023 17:02,8/1/2023 17:02
comments1.csv,youtube#comment,1545851,17911,85153,952089,I have a question for you does this mean you don't got hair down there?,,0,12/10/2023 21:54,12/10/2023 21:54
comments1.csv,youtube#comment,3455572,29048,7358,630985,Heyyy video is excellent but why she has to do that much effort and why this kind of makeup it may harm her skin ...and i think that not good,,0,15/8/2024 0:38,15/8/2024 0:38
comments1.csv,youtube#comment,3740874,44063,68665,2154711,Friendaa daaa,,0,18/9/2021 6:26,18/9/2021 6:26
comments1.csv,youtube#comment,783564,50272,66924,2437346,"Taglio ""come acquistare gli anni""al posto di perderli!😅",,0,13/6/2023 22:58,13/6/2023 22:58
comments1.csv,youtube#comment,1589586,9690,71370,345333,So cuteeeeee❤,,0,28/9/2023 4:30,28/9/2023 4:30
comments1.csv,youtube#comment,1557189,53360,80360,410876,Teletubbie,,0,22/7/2024 18:51,22/7/2024 18:51
comments1.csv,youtube#comment,2736927,17582,18596,2169672,terrible for the hairline,,0,2/2/2023 6:17,2/2/2023 6:17
comments1.csv,youtube#comment,4605799,9059,15787,1946167,I'm a ginger ig this doesn't apply to me 💀💀💀💀,,0,6/3/2025 12:54,6/3/2025 12:54
comments1.csv,youtube#comment,1781725,18073,11017,2824134,Indian super,,0,17/1/2023 16:59,17/1/2023 16:59
comments1.csv,youtube#comment,2645535,19657,88139,3415783,❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,,0,3/3/2023 23:33,3/3/2023 23:33
comments1.csv,youtube#comment,888297,41246,18969,2698117,I like your all vedios and your makeup,,0,23/8/2021 16:18,23/8/2021 16:18
comments1.csv,youtube#comment,3902086,14561,13287,1045683,I hate your videos you always say it's about lollipops😂,,0,13/7/2023 20:53,13/7/2023 20:53
comments1.csv,youtube#comment,102498,18073,42340,2575009,Love u❤️❤️,546184,1,10/3/2022 2:17,10/3/2022 2:17
comments1.csv,youtube#comment,832514,45729,55925,1244101,I swear you're the most beautiful girl I've ever seen but I got to be loyal to my mother so,,0,22/5/2023 23:58,22/5/2023 23:58
comments1.csv,youtube#comment,87579,15536,82053,894013,You’re welcome 😊,3440022,0,11/9/2021 16:54,11/9/2021 16:54
comments1.csv,youtube#comment,1012091,3865,66014,92403,Proud African American right here💗🫶🏽🫶🏽🫶🏽🫶🏽,,0,8/5/2025 9:10,8/5/2025 9:10
comments1.csv,youtube#comment,2720876,2153,76054,554797,😢 why is makeup in your hair,,0,25/11/2024 8:15,25/11/2024 8:15
comments1.csv,youtube#comment,1894801,53161,20258,2252976,"Someone: ur sister is so beautiful
She : thanks but itz my mother 😅😅",,1,11/12/2023 9:37,11/12/2023 9:37
comments1.csv,youtube#comment,270594,19550,14405,1198778,Thank you! 😊,3477720,1,17/8/2023 14:47,17/8/2023 14:47
comments1.csv,youtube#comment,837772,25378,29944,2788424,Naturally more beautiful,,2,8/6/2025 1:38,8/6/2025 1:38
comments1.csv,youtube#comment,2004333,22013,48712,2682542,"""men love pterodactyls"" *inserts fire alarm that jumpscared me outta my damn seat*





EDIT: Im a year late to this but who gives a shit anyways thanks for the 0 likes. Could care less if you liked or not, thats all your decision not mine. So have a great day!",,0,28/5/2024 8:58,28/5/2024 8:58
comments1.csv,youtube#comment,4112021,22013,34574,2485565,🦋🎀🌸🌹do ir pls,,0,19/10/2024 20:16,19/10/2024 20:16
comments1.csv,youtube#comment,2725298,45135,21883,2878512,Mera bhi make over kardo,,0,29/12/2020 18:01,29/12/2020 18:01
comments1.csv,youtube#comment,2455103,16357,85551,3064989,Can people stop hiding ther beauty,,0,4/6/2025 0:12,4/6/2025 0:12
comments1.csv,youtube#comment,1638319,27473,6286,495571,Cups,,0,18/12/2023 6:21,18/12/2023 6:21
comments1.csv,youtube#comment,3605607,39822,48405,2362193,"Praise God for His beautiful creation. Let’s all Love the Lord our creator with all our hearts, souls & minds. Matthew 22:37-40. God bless.",,0,10/11/2023 22:36,10/11/2023 22:36
comments1.csv,youtube#comment,239368,51284,48859,841260,👥👥👥👥👥👥👥👥 (AMEN!!!!!!),2623890,1,17/6/2023 10:37,17/6/2023 10:37
comments1.csv,youtube#comment,2917762,49763,16769,1802146,You look like the girl from the brave,,0,9/9/2024 20:08,9/9/2024 20:08
comments1.csv,youtube#comment,3957190,32921,52362,1618848,UR SO CUTE AND PRETTY ❤❤,,0,23/10/2024 21:11,23/10/2024 21:11
comments1.csv,youtube#comment,3132616,14429,69445,884494,God loves you all,,1,6/8/2023 10:43,6/8/2023 10:43
comments1.csv,youtube#comment,1899484,16722,86361,839537,What A Glowing Skin😮,,0,11/5/2025 23:02,11/5/2025 23:02
comments1.csv,youtube#comment,3620479,6653,10237,69084,Rang to gora kr liya pr muh ka dhancha kon sahi bnaega,,0,3/3/2024 9:40,3/3/2024 9:40
comments1.csv,youtube#comment,2737906,22459,83843,1418753,plz ap koi video bina lenses laga k bnaye mujy muqadas ki real eye balls dekhni hyn plzzzzzzzzzzzzzz,,2,23/10/2020 19:17,23/10/2020 19:17
comments1.csv,youtube#comment,3333565,18073,76480,2782879,India,,0,5/10/2022 14:55,5/10/2022 14:55
comments1.csv,youtube#comment,1582369,8105,62434,2008100,Daaaaaamnn thooooo,,0,28/7/2024 23:43,28/7/2024 23:43
comments1.csv,youtube#comment,4482497,14530,9944,2862983,"Those brows,,,, what is dis hunni",,0,9/6/2023 15:46,9/6/2023 15:46
comments1.csv,youtube#comment,2022705,42555,58630,1633861,Nice!,,3,13/1/2020 20:58,13/1/2020 20:58
comments1.csv,youtube#comment,2327044,11340,1661,2209353,I want to try the naturium sun screen,,3,2/8/2022 13:51,2/8/2022 13:51
comments1.csv,youtube#comment,2473996,29048,10902,2421188,Umm how old are you because you talk like a kid 😂😂🤣🤣🤣😂😂,,0,5/2/2023 17:39,5/2/2023 17:39
comments1.csv,youtube#comment,3248038,12513,41135,2318842,you both are so pretty even without makeup,,0,24/3/2020 1:11,24/3/2020 1:11
comments1.csv,youtube#comment,3913937,53183,21710,671779,Every girl is gorgeous even without makeup,,0,12/3/2022 20:06,12/3/2022 20:06
comments1.csv,youtube#comment,1031202,38534,45979,3479313,Wow tu a réussi je suis trop contente 🥰🥰,,2,29/1/2023 17:37,29/1/2023 17:37
comments1.csv,youtube#comment,646445,53161,26232,299376,Ngl you look like jisoo from black pink,,0,28/5/2025 22:38,28/5/2025 22:38
comments1.csv,youtube#comment,1812827,17059,2100,3164607,সাদা,,0,10/6/2023 10:32,10/6/2023 10:32
comments1.csv,youtube#comment,245748,6926,32656,101806,Looks*,1028884,0,5/7/2023 2:47,5/7/2023 2:47
comments1.csv,youtube#comment,3418237,18073,16282,3008391,Hindu❤❤❤❤❤,,0,1/8/2023 16:10,1/8/2023 16:10
comments1.csv,youtube#comment,960041,11003,36512,1956727,Your hair is too beautiful to be real,,0,5/6/2024 19:19,5/6/2024 19:19
comments1.csv,youtube#comment,1013630,19657,88139,2955766,❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,,0,17/9/2023 16:31,17/9/2023 16:31
comments1.csv,youtube#comment,2415121,25589,55959,2132267,She’s so pretty! And prettier without makeup,,0,15/1/2023 13:07,15/1/2023 13:07
comments1.csv,youtube#comment,4698829,5191,49276,365200,Poland 🇵🇱?,,0,4/5/2025 17:23,4/5/2025 17:23
comments1.csv,youtube#comment,33169,34126,65919,287102,Oud Satin Mood 😍,1807159,2,12/12/2020 6:47,12/12/2020 6:47
comments1.csv,youtube#comment,3396487,43757,81550,2633992,I like your new hair colour 🤩😍 but the previous hair is th best that I like,,0,21/9/2020 15:37,21/9/2020 15:37
comments1.csv,youtube#comment,2898649,20114,64178,2879586,I really liked your brows,,0,10/3/2023 12:08,10/3/2023 12:08
comments1.csv,youtube#comment,3734303,21889,4549,3317190,Good work kalyani.. keep it up doing such art.. 👍 put efforts. 👍,,2,2/2/2022 13:43,2/2/2022 13:43
comments1.csv,youtube#comment,1826958,43385,28916,1573277,Nice,,0,16/9/2024 23:59,16/9/2024 23:59
comments1.csv,youtube#comment,3590300,10895,39524,2141349,💀,,0,31/5/2023 4:55,31/5/2023 4:55
comments1.csv,youtube#comment,1263952,10895,39524,617363,Some people don't realize that a diet just not that easy like bro,,0,9/6/2023 15:13,9/6/2023 15:13
comments1.csv,youtube#comment,3338715,47648,75149,2797788,all your videos needs part two which you never do 😑😒🤬,,0,23/6/2023 20:03,23/6/2023 20:03
comments1.csv,youtube#comment,4511226,14509,22478,2032448,"I love the honey lowlights! Or is it more of a strawberry blonde? Either way, it's very beautiful on you. I love going warmer for the fall and winter.",,0,16/11/2024 8:32,16/11/2024 8:32
comments1.csv,youtube#comment,4038439,18267,28057,2663648,model looks like twiggy,,0,11/12/2024 17:52,11/12/2024 17:52
comments1.csv,youtube#comment,3934410,41246,38574,2246385,Indian makeup,,0,15/9/2021 23:23,15/9/2021 23:23
comments1.csv,youtube#comment,3658314,23613,70408,2932444,Goodluck Helwa,,0,3/10/2020 6:05,3/10/2020 6:05
comments1.csv,youtube#comment,905064,29177,37669,863793,1and4❤,,0,7/5/2025 17:57,7/5/2025 17:57
comments1.csv,youtube#comment,2249287,12513,41135,2146774,Her face shape is BEAUTIFUL! 😍😍😍,,0,24/1/2020 23:52,24/1/2020 23:52
comments1.csv,youtube#comment,3521827,41313,12401,2582718,Sofia and Tina is me,,0,23/6/2025 22:33,23/6/2025 22:33
comments1.csv,youtube#comment,1843514,30386,72777,1705126,"All I can imagine is that number two said ""make me look like my mother, here's a picture"" and number five must have said ""I would really like a blow to my self-esteem, I am masochistic. Do your worst."" And I absolutely LOATHED what they did to number 12's color, they made her look cheap.😠",,1,5/11/2024 16:04,5/11/2024 16:04
comments1.csv,youtube#comment,2676971,526,28987,1158401,ماشاءاللہ ماشاءاللہ,,0,16/11/2023 23:41,16/11/2023 23:41
comments1.csv,youtube#comment,2602044,33332,22024,987148,"हद्द है....1 female ही दूसरी female में कमियां निकाल रही है,सुधार पहले खुद से शुरू करना होगा",,0,27/2/2021 19:51,27/2/2021 19:51
comments1.csv,youtube#comment,14651,36275,42401,1969305,😍😍,3951378,0,30/7/2020 22:44,30/7/2020 22:44
comments1.csv,youtube#comment,3314781,14927,16266,275363,"Truly a super lady. How composed, confident, intellectual, sincere,  and accomplished. One of your best interview Sir. Please invite her again and again. So, we can learn something about our socio economic issues and their solutions. We love your work Ms Sania Nishtar, and love to see you helping deprived communities  again and again.",,11,4/3/2023 5:34,4/3/2023 5:34
comments1.csv,youtube#comment,3906295,11003,28238,817432,The Short hair looks good on you,,0,6/3/2024 6:22,6/3/2024 6:22
comments1.csv,youtube#comment,2952480,32897,176,1870839,🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,,0,13/12/2023 23:54,13/12/2023 23:54
comments1.csv,youtube#comment,4616075,48780,61512,2090336,Overacting ke million rupees Kat lo,,1,4/7/2021 11:30,4/7/2021 11:30
comments1.csv,youtube#comment,915930,21411,74898,3536554,She's cute 💞,,0,15/5/2022 2:27,15/5/2022 2:27
comments1.csv,youtube#comment,4616470,9453,42786,3153706,Are you using Dyson?,,0,26/4/2025 12:21,26/4/2025 12:21
comments1.csv,youtube#comment,4317468,18073,76480,2350288,Pakistan,,0,6/10/2022 9:39,6/10/2022 9:39
comments1.csv,youtube#comment,3578075,14401,62671,631528,❤❤❤,,0,15/8/2023 11:43,15/8/2023 11:43
comments1.csv,youtube#comment,2349016,18073,23997,2317410,Happy. Girl❤❤❤🎉🎉🎉,,0,30/3/2024 23:09,30/3/2024 23:09
comments1.csv,youtube#comment,2596359,14492,50379,379196,She is beautiful gorgeous,,0,17/12/2023 6:48,17/12/2023 6:48
comments1.csv,youtube#comment,2331985,40618,48799,2379281,“Hot boy” nah bro I’m out 😭,,1,20/9/2022 9:25,20/9/2022 9:25
comments1.csv,youtube#comment,3389582,43156,87968,2569085,𝓨𝓪𝓼 𝓺𝔀𝓮𝓮𝓷 𝓷𝓲𝓬𝓮 𝓱𝓪𝓲𝓻 𝓫𝓽𝔀,,1,26/1/2025 6:10,26/1/2025 6:10
comments1.csv,youtube#comment,3800801,18073,16282,856238,Muslim I love love❤❤❤❤❤❤❤,,0,23/11/2023 16:06,23/11/2023 16:06
comments1.csv,youtube#comment,934283,47648,75149,1513255,Part 2,,0,28/4/2023 14:51,28/4/2023 14:51
comments1.csv,youtube#comment,3768805,45729,58551,145805,Bald ist yours❤,,0,5/6/2025 0:32,5/6/2025 0:32
comments1.csv,youtube#comment,1724288,805,18615,1486524,"Burh why he is so ugly
LoL",,1,26/2/2023 18:43,26/2/2023 18:43
comments1.csv,youtube#comment,4588967,37371,59889,622235,Super model type of gorgeous,,1,10/11/2022 1:00,10/11/2022 1:00
comments1.csv,youtube#comment,4619631,18073,16282,3564969,Muslim Muslim Muslim,,0,25/5/2024 21:43,25/5/2024 21:43
comments1.csv,youtube#comment,4197170,33748,84982,2116933,2000,,0,30/10/2024 5:58,30/10/2024 5:58
comments1.csv,youtube#comment,418818,30386,46596,2407767,"You have to remember these are some of the best hairdressers  around. They are TOP stylists. They're not your average stylist in a suburb. You can tell by the way they look, by the way they handle the hair and the way they cut and colour. They're artists.",3597364,12,5/12/2024 18:11,5/12/2024 18:11
comments1.csv,youtube#comment,1726637,38534,38747,1334522,Personne ne peut te battre❤❤❤❤,,0,31/7/2024 0:26,31/7/2024 0:26
comments1.csv,youtube#comment,632159,17085,90938,2085226,He identifies as a kitty 🐱,,0,16/8/2023 14:09,16/8/2023 14:09
comments1.csv,youtube#comment,760927,10049,75992,469490,First time mujhe koi makeup video itna pasand aaya h v nice 👍❤,,0,3/8/2023 11:20,3/8/2023 11:20
comments1.csv,youtube#comment,4361432,15563,49289,2546390,"Her:Let's ruin my hair 








Me:How dare you it's more beautiful than flowers actually it reminds me of flowers instead",,0,12/5/2022 23:04,12/5/2022 23:04
comments1.csv,youtube#comment,4267957,14495,14402,1902397,so hot mammy,,0,13/12/2023 19:32,13/12/2023 19:32
comments1.csv,youtube#comment,1921482,18073,16383,1394182,Desi,,0,13/3/2023 17:30,13/3/2023 17:30
comments1.csv,youtube#comment,1733044,42003,7820,548524,That is not true because I have pin staright hair and it gets so knotty,,0,19/8/2024 2:38,19/8/2024 2:38
comments1.csv,youtube#comment,4200768,6926,32656,400598,1990,,0,12/7/2023 7:20,12/7/2023 7:20
comments1.csv,youtube#comment,2824773,16475,13970,1594823,PLS KASSIE MAKEUP JENNA ORTEGA 🥺❤️❤️,,0,6/2/2023 1:47,6/2/2023 1:47
comments1.csv,youtube#comment,4523111,6926,32656,2783899,"60s ,80s, and 2020",,0,3/7/2023 17:08,3/7/2023 17:08
comments1.csv,youtube#comment,1131703,43942,85079,3063758,Bro gi video yengdaba kuire ngcdi like namthoke,,0,16/7/2021 22:34,16/7/2021 22:34
comments1.csv,youtube#comment,1820693,39232,14021,2803840,Didi dekho eyelashes ya makeup se kuchh nahin hota Insan actually mein Sundar hota hai like you ❤️,,0,11/4/2025 17:07,11/4/2025 17:07
comments1.csv,youtube#comment,2247287,14492,5058,626006,bro this is nice,,0,9/7/2023 21:32,9/7/2023 21:32
comments1.csv,youtube#comment,2190727,17352,40692,2942659,Bina mekeup ke aap bhutni lagte ho,,0,13/8/2023 16:19,13/8/2023 16:19
comments1.csv,youtube#comment,1742147,43757,81550,1616590,You are looking so beautiful di 😄😄😄😙😎,,1,19/9/2020 17:34,19/9/2020 17:34
comments1.csv,youtube#comment,62536,23308,44934,167362,Ikr i'm so happy LM got recognized even more😭😭❤,4610058,0,20/6/2021 21:18,20/6/2021 21:18
comments1.csv,youtube#comment,4124879,33476,78461,326461,❤❤❤❤❤❤❤❤❤,,0,2/4/2024 16:32,2/4/2024 16:32
comments1.csv,youtube#comment,3500825,51609,75528,3133251,You’re videos are so helpful. Thanks for making them❤️❤️,,0,21/4/2025 19:39,21/4/2025 19:39
comments1.csv,youtube#comment,625296,43156,87968,75489,How do you achieve that slick back? 🧐,,684,28/1/2025 17:03,28/1/2025 17:03
comments1.csv,youtube#comment,2977342,16876,18101,2802354,😂😂😂,,0,4/6/2024 0:15,4/6/2024 0:15
comments1.csv,youtube#comment,3701,49106,55566,3377403,Thanks,2676992,0,25/2/2020 20:19,25/2/2020 20:19
comments1.csv,youtube#comment,1416792,5203,28217,2904429,Nice 👍👍👍👍,,0,31/7/2022 13:54,31/7/2022 13:54
comments1.csv,youtube#comment,1755800,47547,18811,69629,Ur gorgeous thank u for this video I’m always insecure about my makeup 🥹🥲,,0,6/9/2024 15:12,6/9/2024 15:12
comments1.csv,youtube#comment,3066607,29048,14019,2205538,nice try to be cute by changing your voice,,0,3/7/2022 21:08,3/7/2022 21:08
comments1.csv,youtube#comment,1999706,29048,32958,1174559,She looks like the doll whos hair i cut off as a child,,1,12/12/2024 4:39,12/12/2024 4:39
comments1.csv,youtube#comment,3295321,45135,21883,2943756,Nice make up look,,0,15/3/2021 23:18,15/3/2021 23:18
comments1.csv,youtube#comment,881570,22013,64362,281635,You need to go on a makeup challenge show ✨✨🙏 ur so good😊,,0,29/3/2024 21:27,29/3/2024 21:27
comments1.csv,youtube#comment,4245929,21411,68637,1159306,Yassss you SLAYED ❤❤❤,,0,14/9/2024 14:05,14/9/2024 14:05
comments1.csv,youtube#comment,3825691,19657,85280,2657219,💜💜💜💜💜💜💜💜💜💜💜,,0,18/12/2023 2:05,18/12/2023 2:05
comments1.csv,youtube#comment,3732183,29158,60609,2644164,W blush is my favourite 🤗🤗,,0,8/3/2023 18:39,8/3/2023 18:39
comments1.csv,youtube#comment,278005,17911,85153,6052,True. They WILL make it easier to brush and comb . At least some conditioner would. Sounds weird but I see actual professional hairdressers do this while styling wigs.,714813,1,7/10/2023 6:14,7/10/2023 6:14
comments1.csv,youtube#comment,2987756,17582,18596,2459748,Нельзя было сразу так сделать что ли?)),,0,23/1/2023 4:21,23/1/2023 4:21
comments1.csv,youtube#comment,3526288,36207,46608,1318063,Will it grow back?,,0,24/7/2023 7:35,24/7/2023 7:35
comments1.csv,youtube#comment,1309371,17059,2100,2999522,🌸🌸🌷,,0,11/8/2023 16:44,11/8/2023 16:44
comments1.csv,youtube#comment,240023,11075,20515,3092767,Sahi kaha,2894878,0,20/6/2023 17:36,20/6/2023 17:36
comments1.csv,youtube#comment,4560713,50201,53793,2604835,OMG,,0,2/4/2024 10:06,2/4/2024 10:06
comments1.csv,youtube#comment,1342397,10438,30765,401810,my name was is also fiona,,0,1/7/2023 6:42,1/7/2023 6:42
comments1.csv,youtube#comment,4676711,6817,48921,3128257,How old are you 😊😊,,1,13/2/2025 23:18,13/2/2025 23:18
comments1.csv,youtube#comment,1213172,33937,52031,2634396,you looking very beautiful ❤️,,0,24/8/2023 16:53,24/8/2023 16:53
comments1.csv,youtube#comment,1297210,2576,45519,2845588,Eu asusito avatar,,0,19/4/2024 23:51,19/4/2024 23:51
comments1.csv,youtube#comment,2881799,29048,88850,2451336,Deni you zonterapi need makeup,,0,10/9/2023 19:51,10/9/2023 19:51
comments1.csv,youtube#comment,878600,29092,18882,2206291,Love your tutorial and how you apply makeup the correct way. Can you list the brand and colors you use?,,0,7/2/2021 23:35,7/2/2021 23:35
comments1.csv,youtube#comment,1568347,51191,87382,894486,it will grow back up,,0,26/8/2024 9:24,26/8/2024 9:24
comments1.csv,youtube#comment,3741410,14429,69445,1689037,Men really don’t give a shit,,0,4/10/2023 10:37,4/10/2023 10:37
comments1.csv,youtube#comment,812718,45988,17008,953118,Your looking is so cute ❤,,0,24/9/2023 16:47,24/9/2023 16:47
comments1.csv,youtube#comment,3868881,48385,26245,1204758,This video randomly popped up and I m glad it did,,0,7/6/2025 8:28,7/6/2025 8:28
comments1.csv,youtube#comment,3985618,39164,32179,2290192,Super 😍,,0,8/9/2024 21:04,8/9/2024 21:04
comments1.csv,youtube#comment,2003167,37371,5214,1210600,Me As a black subsahariana African carefully watching and taking notes 😂😂😂😂,,0,25/7/2023 10:53,25/7/2023 10:53
comments1.csv,youtube#comment,2429883,17352,22196,2869684,New subscribe 🎉🎉🎉so beautiful ❤❤❤,,0,4/11/2024 21:57,4/11/2024 21:57
comments1.csv,youtube#comment,3535172,45729,52456,490388,Bud I am still breaking up with you,,0,22/3/2025 9:15,22/3/2025 9:15
comments1.csv,youtube#comment,3831112,17352,86227,1588096,💋💋,,0,20/8/2022 20:30,20/8/2022 20:30
comments1.csv,youtube#comment,130357,45150,44543,3399022,@@MaryJBlack you're very welcome 💜💜💜,2637119,0,25/4/2022 5:35,25/4/2022 5:35
comments1.csv,youtube#comment,4187116,53455,77323,1212878,Indian makeup is best 👏🏻👏🏻👏🏻👏🏻👏🏻❤️❤️❤️❤️,,1,14/11/2021 16:34,14/11/2021 16:34
comments1.csv,youtube#comment,3393168,39022,2947,2003504,my whole life has been the “only asked for a trim” phase. i stopped trusting ppl and started to cut my own hair instead 😭,,0,8/11/2024 23:12,8/11/2024 23:12
comments1.csv,youtube#comment,403886,52203,75060,747310,💕,531458,0,25/9/2024 17:36,25/9/2024 17:36
comments1.csv,youtube#comment,4509135,6926,32656,2735,"1920, 1950, 1990, 2020",,0,28/6/2023 7:15,28/6/2023 7:16
comments1.csv,youtube#comment,3633410,3241,61344,377724,I have to try that,,0,8/4/2023 23:13,8/4/2023 23:13
comments1.csv,youtube#comment,3113798,1547,39084,2152116,"You make this look so easy
The blue looks so pretty",,0,16/4/2023 11:49,16/4/2023 11:49
comments1.csv,youtube#comment,1409610,8929,7641,2866246,PEOPLE do anything,,0,20/4/2025 7:14,20/4/2025 7:14
comments1.csv,youtube#comment,2981519,18073,76480,1581203,Indian makeup,,0,15/10/2022 18:06,15/10/2022 18:06
comments1.csv,youtube#comment,1455030,9501,40278,23522,khubsurti to makeup ke piche hi chup gyi,,0,13/6/2024 18:59,13/6/2024 18:59
comments1.csv,youtube#comment,4495419,45729,34874,1740893,Mr. Clean is crazy,,1,21/5/2023 10:23,21/5/2023 10:23
comments1.csv,youtube#comment,1828619,8365,65837,2133002,"Omg 😳 
How it is possible
I can't believe this
Amazing art
Keep it up 😁❤️❤️❤️❤️❤️❤️❤️❤️",,0,28/2/2022 13:48,28/2/2022 13:48
comments1.csv,youtube#comment,2582836,1699,60886,2800615,she looks 60yo now,,0,2/7/2025 19:52,2/7/2025 19:52
comments1.csv,youtube#comment,1419526,25585,14463,1436539,Went from cute to wtf,,0,5/2/2023 5:24,5/2/2023 5:24
comments1.csv,youtube#comment,2419925,41167,20704,2661585,❤❤❤❤❤ bhot acha Kea apn makeup sir,,0,15/6/2025 1:45,15/6/2025 1:45
comments1.csv,youtube#comment,3115670,41338,78245,2630581,IS THAT CASSIE!? FROM CASSIE LOVING NATE!?,,0,7/1/2024 12:48,7/1/2024 12:48
comments1.csv,youtube#comment,2513619,45135,21883,2168855,Can't imagine how in just some small changes beauty increase. So much... Thanks for showing us just  simple beauty.....,,0,9/12/2020 10:30,9/12/2020 10:30
comments1.csv,youtube#comment,2724505,11003,36512,3531803,have these people never seen a blind child before? they know they stay that blonde right?,,1,29/5/2024 13:31,29/5/2024 13:31
comments1.csv,youtube#comment,2267733,37672,24277,349078,"Girllllll u don't have 1 
but have 16 ,17 or 15",,0,12/3/2025 2:23,12/3/2025 2:23
